CustomerID,InvoiceID,InvoiceDate,Amount,ProductCategory,Quantity,UnitPrice
C1064,INV-600638,2025-02-02 00:00:00,411.24,Home & Smart Living,4,102.81
C1107,INV-601019,2025-02-02 00:00:00,93.32,Electronics & Gadgets,1,93.32
C1107,INV-601019,2025-02-02 00:00:00,65.82,Beauty & Wellness,1,65.82
C1107,INV-601019,2025-02-02 00:00:00,49.93,Beauty & Wellness,1,49.93
C1167,INV-601473,2025-02-02 00:00:00,93.21,Sports & Outdoors,1,93.21
C1082,INV-600814,2025-02-02 00:00:00,355.5,Beauty & Wellness,15,23.7
C1167,INV-601473,2025-02-02 00:00:00,74.96,Gourmet Foods & Coffee,2,37.48
C1129,INV-601183,2025-02-02 00:00:00,97.12,Apparel & Designer Wear,1,97.12
C1129,INV-601183,2025-02-02 00:00:00,105.63,Home & Smart Living,1,105.63
C1074,INV-600736,2025-02-02 00:00:00,107.07,Electronics & Gadgets,1,107.07
C1046,INV-600455,2025-02-03 00:00:00,222.02,Sports & Outdoors,1,222.02
C1630,INV-602812,2025-02-03 00:00:00,197.89,Sports & Outdoors,1,197.89
C1630,INV-602812,2025-02-03 00:00:00,139.16,Electronics & Gadgets,1,139.16
C1641,INV-602855,2025-02-03 00:00:00,478.98,Electronics & Gadgets,3,159.66
C1573,INV-602527,2025-02-03 00:00:00,289.7,Home & Smart Living,1,289.7
C1097,INV-600948,2025-02-03 00:00:00,159.45,Gourmet Foods & Coffee,3,53.15
C1097,INV-600948,2025-02-03 00:00:00,115.57,Apparel & Designer Wear,1,115.57
C1046,INV-600455,2025-02-03 00:00:00,147.46,Home & Smart Living,1,147.46
C1630,INV-602812,2025-02-03 00:00:00,86.45,Home & Smart Living,1,86.45
C1025,INV-600248,2025-02-04 00:00:00,209.24,Home & Smart Living,2,104.62
C1583,INV-602574,2025-02-04 00:00:00,160.42,Gourmet Foods & Coffee,2,80.21
C1583,INV-602574,2025-02-04 00:00:00,70.78,Apparel & Designer Wear,1,70.78
C1680,INV-602953,2025-02-04 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1025,INV-600248,2025-02-04 00:00:00,203.24,Home & Smart Living,2,101.62
C1680,INV-602953,2025-02-04 00:00:00,33.6,Apparel & Designer Wear,1,33.6
C1078,INV-600775,2025-02-04 00:00:00,227.71,Sports & Outdoors,1,227.71
C1078,INV-600775,2025-02-04 00:00:00,130.55,Home & Smart Living,1,130.55
C1149,INV-601341,2025-02-04 00:00:00,125.26,Apparel & Designer Wear,2,62.63
C1598,INV-602654,2025-02-04 00:00:00,380.79,Home & Smart Living,9,42.31
C1149,INV-601341,2025-02-04 00:00:00,123.15,Gourmet Foods & Coffee,3,41.05
C1617,INV-602749,2025-02-05 00:00:00,251.68,Sports & Outdoors,1,251.68
C1049,INV-600489,2025-02-05 00:00:00,98.03,Beauty & Wellness,1,98.03
C1049,INV-600489,2025-02-05 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1049,INV-600489,2025-02-05 00:00:00,126.2,Electronics & Gadgets,1,126.2
C1123,INV-601138,2025-02-06 00:00:00,177.07,Home & Smart Living,1,177.07
C1028,INV-600276,2025-02-06 00:00:00,158.25,Apparel & Designer Wear,1,158.25
C1028,INV-600276,2025-02-06 00:00:00,152.38,Home & Smart Living,1,152.38
C1017,INV-600167,2025-02-06 00:00:00,403.83,Electronics & Gadgets,3,134.61
C1034,INV-600338,2025-02-06 00:00:00,477.2,Beauty & Wellness,8,59.65
C1091,INV-600905,2025-02-06 00:00:00,187.38,Sports & Outdoors,3,62.46
C1671,INV-602938,2025-02-07 00:00:00,38.63,Home & Smart Living,1,38.63
C1661,INV-602924,2025-02-07 00:00:00,74.09,Apparel & Designer Wear,1,74.09
C1053,INV-600526,2025-02-07 00:00:00,374.1,Gourmet Foods & Coffee,10,37.41
C1003,INV-600026,2025-02-07 00:00:00,237.06,Apparel & Designer Wear,2,118.53
C1024,INV-600237,2025-02-07 00:00:00,185.85,Sports & Outdoors,1,185.85
C1052,INV-600516,2025-02-07 00:00:00,181.3,Beauty & Wellness,2,90.65
C1569,INV-602505,2025-02-07 00:00:00,180.63,Electronics & Gadgets,1,180.63
C1134,INV-601220,2025-02-07 00:00:00,129.79,Sports & Outdoors,1,129.79
C1134,INV-601220,2025-02-07 00:00:00,111.5,Beauty & Wellness,1,111.5
C1007,INV-600067,2025-02-07 00:00:00,88.56,Gourmet Foods & Coffee,3,29.52
C1007,INV-600067,2025-02-07 00:00:00,83.92,Gourmet Foods & Coffee,2,41.96
C1007,INV-600067,2025-02-07 00:00:00,136.58,Home & Smart Living,1,136.58
C1175,INV-601534,2025-02-07 00:00:00,174.92,Apparel & Designer Wear,1,174.92
C1024,INV-600237,2025-02-07 00:00:00,121.62,Gourmet Foods & Coffee,2,60.81
C1569,INV-602505,2025-02-07 00:00:00,93.81,Apparel & Designer Wear,1,93.81
C1009,INV-600088,2025-02-08 00:00:00,129.06,Apparel & Designer Wear,1,129.06
C1009,INV-600088,2025-02-08 00:00:00,111.66,Electronics & Gadgets,1,111.66
C1009,INV-600088,2025-02-08 00:00:00,132.01,Apparel & Designer Wear,1,132.01
C1647,INV-602877,2025-02-08 00:00:00,192.2,Home & Smart Living,1,192.2
C1015,INV-600149,2025-02-08 00:00:00,253.08,Home & Smart Living,4,63.27
C1647,INV-602877,2025-02-08 00:00:00,87.81,Sports & Outdoors,1,87.81
C1647,INV-602877,2025-02-08 00:00:00,146.72,Beauty & Wellness,2,73.36
C1039,INV-600384,2025-02-09 00:00:00,144.79,Electronics & Gadgets,1,144.79
C1039,INV-600384,2025-02-09 00:00:00,88.49,Sports & Outdoors,1,88.49
C1039,INV-600384,2025-02-09 00:00:00,80.54,Home & Smart Living,1,80.54
C1695,INV-602973,2025-02-09 00:00:00,42.0,Sports & Outdoors,1,42.0
C1157,INV-601400,2025-02-09 00:00:00,79.02,Beauty & Wellness,3,26.34
C1157,INV-601400,2025-02-09 00:00:00,49.51,Home & Smart Living,1,49.51
C1157,INV-601400,2025-02-09 00:00:00,50.34,Sports & Outdoors,1,50.34
C1059,INV-600584,2025-02-09 00:00:00,99.61,Electronics & Gadgets,1,99.61
C1695,INV-602973,2025-02-09 00:00:00,42.0,Sports & Outdoors,1,42.0
C1059,INV-600584,2025-02-09 00:00:00,181.35,Electronics & Gadgets,1,181.35
C1164,INV-601451,2025-02-09 00:00:00,67.84,Home & Smart Living,1,67.84
C1164,INV-601451,2025-02-09 00:00:00,83.05,Sports & Outdoors,1,83.05
C1623,INV-602781,2025-02-09 00:00:00,362.15,Apparel & Designer Wear,5,72.43
C1695,INV-602973,2025-02-09 00:00:00,18.0,Beauty & Wellness,1,18.0
C1040,INV-600396,2025-02-10 00:00:00,60.26,Sports & Outdoors,1,60.26
C1040,INV-600396,2025-02-10 00:00:00,84.46,Electronics & Gadgets,1,84.46
C1190,INV-601646,2025-02-10 00:00:00,74.5,Home & Smart Living,1,74.5
C1650,INV-602889,2025-02-10 00:00:00,313.71,Apparel & Designer Wear,3,104.57
C1190,INV-601646,2025-02-10 00:00:00,142.92,Home & Smart Living,1,142.92
C1041,INV-600407,2025-02-10 00:00:00,214.8,Gourmet Foods & Coffee,6,35.8
C1041,INV-600407,2025-02-10 00:00:00,130.8,Beauty & Wellness,5,26.16
C1646,INV-602871,2025-02-10 00:00:00,562.41,Sports & Outdoors,3,187.47
C1737,INV-603026,2025-02-10 00:00:00,28.0,Apparel & Designer Wear,1,28.0
C1737,INV-603026,2025-02-10 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1737,INV-603026,2025-02-10 00:00:00,28.0,Apparel & Designer Wear,1,28.0
C1585,INV-602585,2025-02-10 00:00:00,187.97,Sports & Outdoors,1,187.97
C1040,INV-600396,2025-02-10 00:00:00,132.3,Gourmet Foods & Coffee,5,26.46
C1650,INV-602889,2025-02-10 00:00:00,278.34,Apparel & Designer Wear,2,139.17
C1585,INV-602585,2025-02-10 00:00:00,100.32,Beauty & Wellness,1,100.32
C1643,INV-602861,2025-02-10 00:00:00,197.8,Beauty & Wellness,5,39.56
C1643,INV-602861,2025-02-10 00:00:00,202.58,Beauty & Wellness,2,101.29
C1643,INV-602861,2025-02-10 00:00:00,153.12,Beauty & Wellness,2,76.56
C1608,INV-602702,2025-02-10 00:00:00,155.24,Electronics & Gadgets,2,77.62
C1601,INV-602671,2025-02-11 00:00:00,52.94,Gourmet Foods & Coffee,1,52.94
C1055,INV-600545,2025-02-11 00:00:00,75.64,Beauty & Wellness,2,37.82
C1586,INV-602588,2025-02-11 00:00:00,381.24,Home & Smart Living,6,63.54
C1055,INV-600545,2025-02-11 00:00:00,99.51,Beauty & Wellness,1,99.51
C1055,INV-600545,2025-02-11 00:00:00,88.15,Electronics & Gadgets,1,88.15
C1605,INV-602690,2025-02-11 00:00:00,139.64,Gourmet Foods & Coffee,2,69.82
C1605,INV-602690,2025-02-11 00:00:00,86.74,Gourmet Foods & Coffee,1,86.74
C1033,INV-600328,2025-02-11 00:00:00,260.68,Apparel & Designer Wear,4,65.17
C1092,INV-600913,2025-02-11 00:00:00,279.42,Apparel & Designer Wear,3,93.14
C1601,INV-602671,2025-02-11 00:00:00,123.65,Gourmet Foods & Coffee,5,24.73
C1601,INV-602671,2025-02-11 00:00:00,98.0,Gourmet Foods & Coffee,5,19.6
C1012,INV-600117,2025-02-11 00:00:00,87.34,Gourmet Foods & Coffee,1,87.34
C1012,INV-600117,2025-02-11 00:00:00,84.37,Beauty & Wellness,1,84.37
C1012,INV-600117,2025-02-11 00:00:00,79.06,Beauty & Wellness,1,79.06
C1697,INV-602977,2025-02-11 00:00:00,35.0,Home & Smart Living,1,35.0
C1697,INV-602977,2025-02-11 00:00:00,42.0,Sports & Outdoors,1,42.0
C1697,INV-602977,2025-02-11 00:00:00,35.0,Home & Smart Living,1,35.0
C1122,INV-601129,2025-02-12 00:00:00,127.58,Gourmet Foods & Coffee,2,63.79
C1163,INV-601443,2025-02-12 00:00:00,97.35,Sports & Outdoors,1,97.35
C1163,INV-601443,2025-02-12 00:00:00,41.21,Gourmet Foods & Coffee,1,41.21
C1163,INV-601443,2025-02-12 00:00:00,91.05,Beauty & Wellness,1,91.05
C1035,INV-600348,2025-02-12 00:00:00,184.45,Beauty & Wellness,5,36.89
C1035,INV-600348,2025-02-12 00:00:00,153.96,Sports & Outdoors,1,153.96
C1179,INV-601564,2025-02-12 00:00:00,204.28,Apparel & Designer Wear,2,102.14
C1663,INV-602926,2025-02-12 00:00:00,35.0,Home & Smart Living,1,35.0
C1663,INV-602926,2025-02-12 00:00:00,18.0,Beauty & Wellness,1,18.0
C1621,INV-602772,2025-02-12 00:00:00,102.45,Beauty & Wellness,1,102.45
C1600,INV-602664,2025-02-12 00:00:00,142.1,Gourmet Foods & Coffee,10,14.21
C1140,INV-601265,2025-02-12 00:00:00,157.04,Gourmet Foods & Coffee,8,19.63
C1202,INV-601736,2025-02-12 00:00:00,92.02,Apparel & Designer Wear,1,92.02
C1156,INV-601391,2025-02-12 00:00:00,63.09,Beauty & Wellness,1,63.09
C1202,INV-601736,2025-02-12 00:00:00,73.45,Gourmet Foods & Coffee,1,73.45
C1663,INV-602926,2025-02-12 00:00:00,18.0,Beauty & Wellness,1,18.0
C1156,INV-601391,2025-02-12 00:00:00,157.32,Gourmet Foods & Coffee,4,39.33
C1140,INV-601265,2025-02-12 00:00:00,73.73,Sports & Outdoors,1,73.73
C1621,INV-602772,2025-02-12 00:00:00,133.2,Beauty & Wellness,1,133.2
C1634,INV-602827,2025-02-13 00:00:00,256.97,Apparel & Designer Wear,1,256.97
C1637,INV-602838,2025-02-13 00:00:00,188.08,Sports & Outdoors,1,188.08
C1637,INV-602838,2025-02-13 00:00:00,154.05,Sports & Outdoors,1,154.05
C1637,INV-602838,2025-02-13 00:00:00,106.24,Sports & Outdoors,1,106.24
C1171,INV-601505,2025-02-13 00:00:00,274.36,Sports & Outdoors,2,137.18
C1634,INV-602827,2025-02-13 00:00:00,130.29,Apparel & Designer Wear,1,130.29
C1047,INV-600465,2025-02-13 00:00:00,374.22,Apparel & Designer Wear,3,124.74
C1063,INV-600627,2025-02-14 00:00:00,78.24,Electronics & Gadgets,1,78.24
C1639,INV-602845,2025-02-14 00:00:00,477.9,Home & Smart Living,6,79.65
C1172,INV-601514,2025-02-14 00:00:00,64.23,Beauty & Wellness,1,64.23
C1172,INV-601514,2025-02-14 00:00:00,83.0,Electronics & Gadgets,1,83.0
C1729,INV-603018,2025-02-14 00:00:00,35.0,Home & Smart Living,1,35.0
C1729,INV-603018,2025-02-14 00:00:00,42.0,Sports & Outdoors,1,42.0
C1729,INV-603018,2025-02-14 00:00:00,18.0,Beauty & Wellness,1,18.0
C1063,INV-600627,2025-02-14 00:00:00,140.88,Sports & Outdoors,1,140.88
C1063,INV-600627,2025-02-14 00:00:00,87.18,Gourmet Foods & Coffee,2,43.59
C1648,INV-602882,2025-02-14 00:00:00,107.74,Apparel & Designer Wear,2,53.87
C1648,INV-602882,2025-02-14 00:00:00,201.72,Beauty & Wellness,3,67.24
C1648,INV-602882,2025-02-14 00:00:00,168.98,Sports & Outdoors,1,168.98
C1606,INV-602692,2025-02-15 00:00:00,91.7,Beauty & Wellness,2,45.85
C1606,INV-602692,2025-02-15 00:00:00,123.52,Sports & Outdoors,2,61.76
C1606,INV-602692,2025-02-15 00:00:00,73.31,Electronics & Gadgets,1,73.31
C1734,INV-603023,2025-02-15 00:00:00,42.0,Sports & Outdoors,1,42.0
C1734,INV-603023,2025-02-15 00:00:00,42.0,Sports & Outdoors,1,42.0
C1615,INV-602737,2025-02-15 00:00:00,118.67,Home & Smart Living,1,118.67
C1615,INV-602737,2025-02-15 00:00:00,88.38,Home & Smart Living,1,88.38
C1615,INV-602737,2025-02-15 00:00:00,127.8,Home & Smart Living,2,63.9
C1196,INV-601695,2025-02-15 00:00:00,126.8,Electronics & Gadgets,1,126.8
C1027,INV-600266,2025-02-15 00:00:00,153.4,Apparel & Designer Wear,5,30.68
C1196,INV-601695,2025-02-15 00:00:00,137.2,Beauty & Wellness,2,68.6
C1667,INV-602931,2025-02-15 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1027,INV-600266,2025-02-15 00:00:00,83.22,Sports & Outdoors,1,83.22
C1655,INV-602903,2025-02-15 00:00:00,295.12,Gourmet Foods & Coffee,7,42.16
C1655,INV-602903,2025-02-15 00:00:00,190.25,Sports & Outdoors,1,190.25
C1027,INV-600266,2025-02-15 00:00:00,151.32,Electronics & Gadgets,1,151.32
C1638,INV-602841,2025-02-15 00:00:00,313.62,Sports & Outdoors,3,104.54
C1198,INV-601708,2025-02-15 00:00:00,148.47,Beauty & Wellness,3,49.49
C1076,INV-600755,2025-02-15 00:00:00,479.24,Home & Smart Living,2,239.62
C1090,INV-600896,2025-02-16 00:00:00,99.21,Home & Smart Living,1,99.21
C1086,INV-600855,2025-02-16 00:00:00,78.6,Apparel & Designer Wear,1,78.6
C1090,INV-600896,2025-02-16 00:00:00,215.54,Apparel & Designer Wear,2,107.77
C1086,INV-600855,2025-02-16 00:00:00,101.45,Home & Smart Living,1,101.45
C1013,INV-600128,2025-02-16 00:00:00,116.59,Beauty & Wellness,1,116.59
C1013,INV-600128,2025-02-16 00:00:00,77.51,Apparel & Designer Wear,1,77.51
C1013,INV-600128,2025-02-16 00:00:00,121.98,Beauty & Wellness,3,40.66
C1086,INV-600855,2025-02-16 00:00:00,116.8,Gourmet Foods & Coffee,2,58.4
C1031,INV-600306,2025-02-17 00:00:00,101.24,Electronics & Gadgets,1,101.24
C1031,INV-600306,2025-02-17 00:00:00,154.52,Electronics & Gadgets,1,154.52
C1031,INV-600306,2025-02-17 00:00:00,112.39,Electronics & Gadgets,1,112.39
C1184,INV-601600,2025-02-17 00:00:00,104.51,Sports & Outdoors,1,104.51
C1184,INV-601600,2025-02-17 00:00:00,105.66,Sports & Outdoors,2,52.83
C1184,INV-601600,2025-02-17 00:00:00,105.66,Gourmet Foods & Coffee,3,35.22
C1068,INV-600676,2025-02-17 00:00:00,388.14,Home & Smart Living,6,64.69
C1141,INV-601275,2025-02-17 00:00:00,137.79,Apparel & Designer Wear,3,45.93
C1141,INV-601275,2025-02-17 00:00:00,139.86,Gourmet Foods & Coffee,2,69.93
C1616,INV-602742,2025-02-17 00:00:00,196.34,Home & Smart Living,1,196.34
C1088,INV-600874,2025-02-17 00:00:00,334.02,Gourmet Foods & Coffee,19,17.58
C1584,INV-602578,2025-02-17 00:00:00,119.16,Sports & Outdoors,1,119.16
C1584,INV-602578,2025-02-17 00:00:00,78.07,Beauty & Wellness,1,78.07
C1584,INV-602578,2025-02-17 00:00:00,91.16,Beauty & Wellness,1,91.16
C1008,INV-600076,2025-02-17 00:00:00,200.58,Gourmet Foods & Coffee,3,66.86
C1151,INV-601357,2025-02-18 00:00:00,80.53,Gourmet Foods & Coffee,1,80.53
C1689,INV-602965,2025-02-18 00:00:00,42.0,Sports & Outdoors,1,42.0
C1186,INV-601616,2025-02-18 00:00:00,275.3,Gourmet Foods & Coffee,5,55.06
C1576,INV-602544,2025-02-18 00:00:00,80.46,Sports & Outdoors,1,80.46
C1689,INV-602965,2025-02-18 00:00:00,35.0,Home & Smart Living,1,35.0
C1631,INV-602815,2025-02-18 00:00:00,116.3,Apparel & Designer Wear,2,58.15
C1151,INV-601357,2025-02-18 00:00:00,65.71,Electronics & Gadgets,1,65.71
C1151,INV-601357,2025-02-18 00:00:00,54.5,Sports & Outdoors,1,54.5
C1576,INV-602544,2025-02-18 00:00:00,73.47,Apparel & Designer Wear,1,73.47
C1689,INV-602965,2025-02-18 00:00:00,28.0,Apparel & Designer Wear,1,28.0
C1631,INV-602815,2025-02-18 00:00:00,106.44,Apparel & Designer Wear,2,53.22
C1631,INV-602815,2025-02-18 00:00:00,115.95,Apparel & Designer Wear,3,38.65
C1620,INV-602767,2025-02-19 00:00:00,122.74,Home & Smart Living,1,122.74
C1143,INV-601291,2025-02-19 00:00:00,192.54,Electronics & Gadgets,1,192.54
C1103,INV-600990,2025-02-19 00:00:00,104.98,Electronics & Gadgets,1,104.98
C1620,INV-602767,2025-02-19 00:00:00,52.16,Sports & Outdoors,1,52.16
C1627,INV-602801,2025-02-19 00:00:00,252.64,Electronics & Gadgets,1,252.64
C1620,INV-602767,2025-02-19 00:00:00,70.71,Apparel & Designer Wear,1,70.71
C1696,INV-602976,2025-02-19 00:00:00,20.35,Gourmet Foods & Coffee,1,20.35
C1103,INV-600990,2025-02-19 00:00:00,46.95,Gourmet Foods & Coffee,3,15.65
C1659,INV-602920,2025-02-19 00:00:00,280.09,Sports & Outdoors,1,280.09
C1696,INV-602976,2025-02-19 00:00:00,42.0,Sports & Outdoors,1,42.0
C1735,INV-603024,2025-02-19 00:00:00,28.0,Apparel & Designer Wear,1,28.0
C1599,INV-602660,2025-02-19 00:00:00,150.23,Electronics & Gadgets,1,150.23
C1599,INV-602660,2025-02-19 00:00:00,126.69,Electronics & Gadgets,1,126.69
C1596,INV-602642,2025-02-19 00:00:00,100.42,Electronics & Gadgets,1,100.42
C1596,INV-602642,2025-02-19 00:00:00,77.38,Sports & Outdoors,1,77.38
C1735,INV-603024,2025-02-19 00:00:00,18.0,Beauty & Wellness,1,18.0
C1103,INV-600990,2025-02-19 00:00:00,93.27,Beauty & Wellness,1,93.27
C1659,INV-602920,2025-02-19 00:00:00,181.72,Beauty & Wellness,7,25.96
C1102,INV-600983,2025-02-20 00:00:00,62.61,Gourmet Foods & Coffee,1,62.61
C1595,INV-602637,2025-02-20 00:00:00,116.12,Apparel & Designer Wear,1,116.12
C1619,INV-602761,2025-02-20 00:00:00,237.69,Electronics & Gadgets,3,79.23
C1595,INV-602637,2025-02-20 00:00:00,50.58,Sports & Outdoors,1,50.58
C1703,INV-602987,2025-02-20 00:00:00,28.47,Beauty & Wellness,1,28.47
C1703,INV-602987,2025-02-20 00:00:00,38.26,Gourmet Foods & Coffee,1,38.26
C1595,INV-602637,2025-02-20 00:00:00,118.45,Sports & Outdoors,1,118.45
C1054,INV-600535,2025-02-20 00:00:00,107.21,Electronics & Gadgets,1,107.21
C1054,INV-600535,2025-02-20 00:00:00,213.55,Sports & Outdoors,1,213.55
C1611,INV-602716,2025-02-20 00:00:00,123.39,Apparel & Designer Wear,1,123.39
C1611,INV-602716,2025-02-20 00:00:00,83.89,Sports & Outdoors,1,83.89
C1102,INV-600983,2025-02-20 00:00:00,83.8,Gourmet Foods & Coffee,4,20.95
C1075,INV-600745,2025-02-20 00:00:00,175.08,Beauty & Wellness,4,43.77
C1102,INV-600983,2025-02-20 00:00:00,88.2,Home & Smart Living,1,88.2
C1075,INV-600745,2025-02-20 00:00:00,212.08,Apparel & Designer Wear,2,106.04
C1611,INV-602716,2025-02-20 00:00:00,122.52,Sports & Outdoors,1,122.52
C1612,INV-602720,2025-02-20 00:00:00,188.8,Sports & Outdoors,1,188.8
C1612,INV-602720,2025-02-20 00:00:00,89.93,Electronics & Gadgets,1,89.93
C1583,INV-602573,2025-02-21 00:00:00,90.7,Electronics & Gadgets,1,90.7
C1062,INV-600616,2025-02-21 00:00:00,125.48,Electronics & Gadgets,1,125.48
C1583,INV-602573,2025-02-21 00:00:00,87.75,Beauty & Wellness,3,29.25
C1062,INV-600616,2025-02-21 00:00:00,70.39,Electronics & Gadgets,1,70.39
C1062,INV-600616,2025-02-21 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1131,INV-601200,2025-02-21 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1029,INV-600285,2025-02-21 00:00:00,203.43,Electronics & Gadgets,1,203.43
C1741,INV-603030,2025-02-21 00:00:00,42.0,Sports & Outdoors,1,42.0
C1131,INV-601200,2025-02-21 00:00:00,100.31,Sports & Outdoors,1,100.31
C1741,INV-603030,2025-02-21 00:00:00,35.0,Home & Smart Living,1,35.0
C1131,INV-601200,2025-02-21 00:00:00,68.2,Apparel & Designer Wear,1,68.2
C1741,INV-603030,2025-02-21 00:00:00,35.0,Home & Smart Living,1,35.0
C1002,INV-600016,2025-02-21 00:00:00,79.89,Sports & Outdoors,1,79.89
C1570,INV-602511,2025-02-21 00:00:00,274.14,Apparel & Designer Wear,2,137.07
C1564,INV-602479,2025-02-21 00:00:00,171.15,Apparel & Designer Wear,5,34.23
C1018,INV-600176,2025-02-21 00:00:00,228.0,Gourmet Foods & Coffee,12,19.0
C1032,INV-600317,2025-02-21 00:00:00,152.88,Beauty & Wellness,3,50.96
C1051,INV-600506,2025-02-21 00:00:00,373.0,Sports & Outdoors,2,186.5
C1014,INV-600139,2025-02-21 00:00:00,142.24,Beauty & Wellness,1,142.24
C1002,INV-600016,2025-02-21 00:00:00,110.76,Apparel & Designer Wear,2,55.38
C1032,INV-600317,2025-02-21 00:00:00,84.05,Sports & Outdoors,1,84.05
C1032,INV-600317,2025-02-21 00:00:00,127.7,Beauty & Wellness,2,63.85
C1014,INV-600139,2025-02-21 00:00:00,148.42,Sports & Outdoors,1,148.42
C1014,INV-600139,2025-02-21 00:00:00,127.48,Electronics & Gadgets,1,127.48
C1002,INV-600016,2025-02-21 00:00:00,89.84,Gourmet Foods & Coffee,2,44.92
C1018,INV-600176,2025-02-21 00:00:00,126.5,Electronics & Gadgets,1,126.5
C1583,INV-602573,2025-02-21 00:00:00,125.12,Gourmet Foods & Coffee,8,15.64
C1029,INV-600285,2025-02-21 00:00:00,109.1,Sports & Outdoors,1,109.1
C1084,INV-600834,2025-02-22 00:00:00,106.4,Electronics & Gadgets,1,106.4
C1084,INV-600834,2025-02-22 00:00:00,112.2,Gourmet Foods & Coffee,5,22.44
C1124,INV-601147,2025-02-22 00:00:00,76.24,Sports & Outdoors,1,76.24
C1575,INV-602540,2025-02-22 00:00:00,85.39,Home & Smart Living,1,85.39
C1745,INV-603034,2025-02-22 00:00:00,14.0,Gourmet Foods & Coffee,1,14.0
C1745,INV-603034,2025-02-22 00:00:00,28.0,Apparel & Designer Wear,1,28.0
C1745,INV-603034,2025-02-22 00:00:00,65.0,Electronics & Gadgets,1,65.0
C1094,INV-600929,2025-02-22 00:00:00,172.2,Gourmet Foods & Coffee,10,17.22
C1674,INV-602942,2025-02-22 00:00:00,50.28,Apparel & Designer Wear,1,50.28
C1575,INV-602540,2025-02-22 00:00:00,95.01,Sports & Outdoors,1,95.01
C1588,INV-602600,2025-02-22 00:00:00,288.85,Sports & Outdoors,5,57.77
C1124,INV-601147,2025-02-22 00:00:00,137.13,Home & Smart Living,1,137.13
C1657,INV-602914,2025-02-22 00:00:00,617.28,Apparel & Designer Wear,8,77.16
C1061,INV-600605,2025-02-22 00:00:00,131.96,Beauty & Wellness,4,32.99
C1061,INV-600605,2025-02-22 00:00:00,236.9,Apparel & Designer Wear,2,118.45
C1575,INV-602540,2025-02-22 00:00:00,118.35,Electronics & Gadgets,1,118.35
C1085,INV-600845,2025-02-23 00:00:00,126.69,Sports & Outdoors,1,126.69
C1049,INV-600488,2025-02-23 00:00:00,187.56,Gourmet Foods & Coffee,12,15.63
C1185,INV-601608,2025-02-23 00:00:00,77.23,Gourmet Foods & Coffee,1,77.23
C1019,INV-600186,2025-02-23 00:00:00,112.27,Sports & Outdoors,1,112.27
C1019,INV-600186,2025-02-23 00:00:00,130.76,Apparel & Designer Wear,1,130.76
C1019,INV-600186,2025-02-23 00:00:00,110.45,Electronics & Gadgets,1,110.45
C1049,INV-600488,2025-02-23 00:00:00,128.37,Gourmet Foods & Coffee,3,42.79
C1085,INV-600845,2025-02-23 00:00:00,156.96,Home & Smart Living,1,156.96
C1085,INV-600845,2025-02-23 00:00:00,124.72,Home & Smart Living,1,124.72
C1185,INV-601608,2025-02-23 00:00:00,118.02,Beauty & Wellness,2,59.01
C1597,INV-602648,2025-02-23 00:00:00,114.63,Apparel & Designer Wear,1,114.63
C1597,INV-602648,2025-02-23 00:00:00,99.92,Beauty & Wellness,2,49.96
C1632,INV-602818,2025-02-23 00:00:00,281.65,Gourmet Foods & Coffee,5,56.33
C1632,INV-602818,2025-02-23 00:00:00,163.56,Apparel & Designer Wear,3,54.52
C1582,INV-602570,2025-02-23 00:00:00,187.47,Electronics & Gadgets,1,187.47
C1591,INV-602616,2025-02-24 00:00:00,223.34,Electronics & Gadgets,1,223.34
C1015,INV-600148,2025-02-24 00:00:00,243.65,Gourmet Foods & Coffee,5,48.73
C1651,INV-602892,2025-02-24 00:00:00,87.36,Apparel & Designer Wear,1,87.36
C1139,INV-601254,2025-02-24 00:00:00,98.61,Electronics & Gadgets,1,98.61
C1046,INV-600454,2025-02-24 00:00:00,138.16,Sports & Outdoors,2,69.08
C1046,INV-600454,2025-02-24 00:00:00,74.82,Apparel & Designer Wear,1,74.82
C1046,INV-600454,2025-02-24 00:00:00,152.49,Electronics & Gadgets,1,152.49
C1139,INV-601254,2025-02-24 00:00:00,73.59,Beauty & Wellness,1,73.59
C1139,INV-601254,2025-02-24 00:00:00,60.23,Home & Smart Living,1,60.23
C1651,INV-602892,2025-02-24 00:00:00,193.0,Beauty & Wellness,4,48.25
C1644,INV-602863,2025-02-24 00:00:00,584.36,Electronics & Gadgets,2,292.18
C1651,INV-602892,2025-02-24 00:00:00,106.22,Home & Smart Living,1,106.22
C1158,INV-601408,2025-02-25 00:00:00,95.96,Beauty & Wellness,4,23.99
C1650,INV-602888,2025-02-25 00:00:00,108.24,Apparel & Designer Wear,3,36.08
C1106,INV-601010,2025-02-25 00:00:00,135.62,Beauty & Wellness,2,67.81
C1650,INV-602888,2025-02-25 00:00:00,136.96,Electronics & Gadgets,1,136.96
C1650,INV-602888,2025-02-25 00:00:00,142.36,Gourmet Foods & Coffee,4,35.59
C1025,INV-600247,2025-02-25 00:00:00,192.06,Sports & Outdoors,3,64.02
