AccountID,BillingID,BillingDate,MRR_Amount,SubscriptionTier,AddonUsageSpend
ACC-2381,INV-B2B-802607,2025-04-01,249.0,Growth Suite,50
ACC-2040,INV-B2B-800235,2025-04-01,399.0,Starter Cloud,350
ACC-2339,INV-B2B-802305,2025-04-01,349.0,Growth Suite,150
ACC-2261,INV-B2B-801753,2025-04-01,549.0,Growth Suite,350
ACC-2353,INV-B2B-802393,2025-04-01,74.0,Starter Cloud,25
ACC-2245,INV-B2B-801644,2025-04-01,549.0,Growth Suite,350
ACC-2266,INV-B2B-801790,2025-04-01,199.0,Growth Suite,0
ACC-2019,INV-B2B-800119,2025-04-01,99.0,Starter Cloud,50
ACC-2035,INV-B2B-800208,2025-04-02,199.0,Starter Cloud,150
ACC-2048,INV-B2B-800288,2025-04-02,499.0,Professional Platform,0
ACC-2101,INV-B2B-800661,2025-04-02,249.0,Growth Suite,50
ACC-2246,INV-B2B-801656,2025-04-02,99.0,Starter Cloud,50
ACC-2021,INV-B2B-800131,2025-04-02,249.0,Growth Suite,50
ACC-2312,INV-B2B-802148,2025-04-03,199.0,Starter Cloud,150
ACC-2192,INV-B2B-801287,2025-04-03,549.0,Growth Suite,350
ACC-2027,INV-B2B-800167,2025-04-03,249.0,Growth Suite,50
ACC-2150,INV-B2B-801005,2025-04-03,74.0,Starter Cloud,25
ACC-2008,INV-B2B-800053,2025-04-03,524.0,Professional Platform,25
ACC-2145,INV-B2B-800969,2025-04-03,849.0,Professional Platform,350
ACC-2167,INV-B2B-801107,2025-04-03,1540.0,Enterprise Unlimited,50
ACC-2063,INV-B2B-800414,2025-04-03,224.0,Growth Suite,25
ACC-2279,INV-B2B-801879,2025-04-03,49.0,Starter Cloud,0
ACC-2388,INV-B2B-802645,2025-04-04,249.0,Growth Suite,50
ACC-2103,INV-B2B-800678,2025-04-04,224.0,Growth Suite,25
ACC-2204,INV-B2B-801365,2025-04-04,99.0,Starter Cloud,50
ACC-2182,INV-B2B-801218,2025-04-04,199.0,Starter Cloud,150
ACC-2302,INV-B2B-802054,2025-04-04,74.0,Starter Cloud,25
ACC-2303,INV-B2B-802065,2025-04-04,249.0,Growth Suite,50
ACC-2205,INV-B2B-801368,2025-04-04,524.0,Professional Platform,25
ACC-2041,INV-B2B-800241,2025-04-04,74.0,Starter Cloud,25
ACC-2168,INV-B2B-801116,2025-04-04,849.0,Professional Platform,350
ACC-2138,INV-B2B-800917,2025-04-04,849.0,Professional Platform,350
ACC-2079,INV-B2B-800531,2025-04-04,99.0,Starter Cloud,50
ACC-2267,INV-B2B-801799,2025-04-05,224.0,Growth Suite,25
ACC-2030,INV-B2B-800186,2025-04-05,74.0,Starter Cloud,25
ACC-2361,INV-B2B-802436,2025-04-06,549.0,Growth Suite,350
ACC-2125,INV-B2B-800834,2025-04-06,199.0,Growth Suite,0
ACC-2156,INV-B2B-801044,2025-04-06,49.0,Starter Cloud,0
ACC-2148,INV-B2B-800996,2025-04-06,549.0,Growth Suite,350
ACC-2011,INV-B2B-800074,2025-04-07,49.0,Starter Cloud,0
ACC-2120,INV-B2B-800802,2025-04-07,349.0,Growth Suite,150
ACC-2001,INV-B2B-800017,2025-04-07,249.0,Growth Suite,50
ACC-2249,INV-B2B-801682,2025-04-07,399.0,Starter Cloud,350
ACC-2239,INV-B2B-801597,2025-04-07,499.0,Professional Platform,0
ACC-2083,INV-B2B-800546,2025-04-08,199.0,Growth Suite,0
ACC-2146,INV-B2B-800980,2025-04-08,499.0,Professional Platform,0
ACC-2117,INV-B2B-800787,2025-04-09,349.0,Growth Suite,150
ACC-2272,INV-B2B-801830,2025-04-09,99.0,Starter Cloud,50
ACC-2317,INV-B2B-802178,2025-04-10,399.0,Starter Cloud,350
ACC-2053,INV-B2B-800325,2025-04-10,649.0,Professional Platform,150
ACC-2358,INV-B2B-802412,2025-04-10,224.0,Growth Suite,25
ACC-2122,INV-B2B-800817,2025-04-11,249.0,Growth Suite,50
ACC-2231,INV-B2B-801559,2025-04-12,549.0,Professional Platform,50
ACC-2206,INV-B2B-801375,2025-04-12,1515.0,Enterprise Unlimited,25
ACC-2081,INV-B2B-800543,2025-04-13,499.0,Professional Platform,0
ACC-2265,INV-B2B-801784,2025-04-13,224.0,Growth Suite,25
ACC-2287,INV-B2B-801945,2025-04-13,224.0,Growth Suite,25
ACC-2033,INV-B2B-800196,2025-04-13,849.0,Professional Platform,350
ACC-2210,INV-B2B-801395,2025-04-14,349.0,Growth Suite,150
ACC-2260,INV-B2B-801745,2025-04-14,224.0,Growth Suite,25
ACC-2311,INV-B2B-802137,2025-04-14,199.0,Starter Cloud,150
ACC-2073,INV-B2B-800491,2025-04-15,249.0,Growth Suite,50
ACC-2054,INV-B2B-800333,2025-04-15,349.0,Growth Suite,150
ACC-2139,INV-B2B-800925,2025-04-15,549.0,Professional Platform,50
ACC-2219,INV-B2B-801467,2025-04-15,74.0,Starter Cloud,25
ACC-2274,INV-B2B-801844,2025-04-15,74.0,Starter Cloud,25
ACC-2109,INV-B2B-800717,2025-04-15,549.0,Growth Suite,350
ACC-2289,INV-B2B-801959,2025-04-15,99.0,Starter Cloud,50
ACC-2336,INV-B2B-802290,2025-04-15,74.0,Starter Cloud,25
ACC-2310,INV-B2B-802131,2025-04-15,224.0,Growth Suite,25
ACC-2051,INV-B2B-800310,2025-04-15,399.0,Starter Cloud,350
ACC-2185,INV-B2B-801237,2025-04-15,99.0,Starter Cloud,50
ACC-2223,INV-B2B-801500,2025-04-15,399.0,Starter Cloud,350
ACC-2155,INV-B2B-801033,2025-04-15,399.0,Starter Cloud,350
ACC-2215,INV-B2B-801436,2025-04-16,99.0,Starter Cloud,50
ACC-2212,INV-B2B-801416,2025-04-16,49.0,Starter Cloud,0
ACC-2199,INV-B2B-801328,2025-04-16,224.0,Growth Suite,25
ACC-2025,INV-B2B-800154,2025-04-16,524.0,Professional Platform,25
ACC-2043,INV-B2B-800251,2025-04-16,549.0,Growth Suite,350
ACC-2213,INV-B2B-801422,2025-04-16,399.0,Starter Cloud,350
ACC-2020,INV-B2B-800123,2025-04-16,199.0,Growth Suite,0
ACC-2306,INV-B2B-802093,2025-04-16,249.0,Growth Suite,50
ACC-2137,INV-B2B-800905,2025-04-16,224.0,Growth Suite,25
ACC-2326,INV-B2B-802231,2025-04-16,199.0,Starter Cloud,150
ACC-2330,INV-B2B-802251,2025-04-16,224.0,Growth Suite,25
ACC-2280,INV-B2B-801888,2025-04-16,399.0,Starter Cloud,350
ACC-2390,INV-B2B-802656,2025-04-16,199.0,Starter Cloud,150
ACC-2238,INV-B2B-801587,2025-04-16,849.0,Professional Platform,350
ACC-2010,INV-B2B-800068,2025-04-16,649.0,Professional Platform,150
ACC-2300,INV-B2B-802037,2025-04-16,549.0,Professional Platform,50
ACC-2255,INV-B2B-801711,2025-04-16,99.0,Starter Cloud,50
ACC-2196,INV-B2B-801311,2025-04-17,199.0,Growth Suite,0
ACC-2251,INV-B2B-801690,2025-04-17,849.0,Professional Platform,350
ACC-2218,INV-B2B-801459,2025-04-17,849.0,Professional Platform,350
ACC-2288,INV-B2B-801952,2025-04-17,74.0,Starter Cloud,25
ACC-2140,INV-B2B-800935,2025-04-17,49.0,Starter Cloud,0
ACC-2224,INV-B2B-801512,2025-04-17,399.0,Starter Cloud,350
ACC-2097,INV-B2B-800642,2025-04-17,99.0,Starter Cloud,50
ACC-2181,INV-B2B-801208,2025-04-17,349.0,Growth Suite,150
ACC-2072,INV-B2B-800481,2025-04-17,549.0,Growth Suite,350
ACC-2399,INV-B2B-802700,2025-04-17,1515.0,Enterprise Unlimited,25
ACC-2065,INV-B2B-800431,2025-04-17,249.0,Growth Suite,50
ACC-2367,INV-B2B-802479,2025-04-17,849.0,Professional Platform,350
ACC-2064,INV-B2B-800421,2025-04-17,249.0,Growth Suite,50
ACC-2380,INV-B2B-802595,2025-04-17,199.0,Growth Suite,0
ACC-2393,INV-B2B-802671,2025-04-17,1490.0,Enterprise Unlimited,0
ACC-2373,INV-B2B-802533,2025-04-17,349.0,Growth Suite,150
ACC-2221,INV-B2B-801482,2025-04-18,349.0,Growth Suite,150
ACC-2220,INV-B2B-801473,2025-04-18,549.0,Growth Suite,350
ACC-2359,INV-B2B-802422,2025-04-18,499.0,Professional Platform,0
ACC-2106,INV-B2B-800697,2025-04-18,399.0,Starter Cloud,350
ACC-2297,INV-B2B-802017,2025-04-18,99.0,Starter Cloud,50
ACC-2059,INV-B2B-800375,2025-04-18,199.0,Growth Suite,0
ACC-2039,INV-B2B-800234,2025-04-18,649.0,Professional Platform,150
ACC-2115,INV-B2B-800764,2025-04-18,249.0,Growth Suite,50
ACC-2177,INV-B2B-801187,2025-04-18,549.0,Professional Platform,50
ACC-2032,INV-B2B-800191,2025-04-18,524.0,Professional Platform,25
ACC-2323,INV-B2B-802212,2025-04-19,199.0,Starter Cloud,150
ACC-2372,INV-B2B-802523,2025-04-19,99.0,Starter Cloud,50
ACC-2319,INV-B2B-802189,2025-04-19,1515.0,Enterprise Unlimited,25
ACC-2086,INV-B2B-800564,2025-04-19,1840.0,Enterprise Unlimited,350
ACC-2295,INV-B2B-802002,2025-04-19,524.0,Professional Platform,25
ACC-2126,INV-B2B-800845,2025-04-19,399.0,Starter Cloud,350
ACC-2208,INV-B2B-801390,2025-04-19,549.0,Growth Suite,350
ACC-2055,INV-B2B-800341,2025-04-19,649.0,Professional Platform,150
ACC-2163,INV-B2B-801087,2025-04-19,399.0,Starter Cloud,350
ACC-2195,INV-B2B-801303,2025-04-19,49.0,Starter Cloud,0
ACC-2282,INV-B2B-801907,2025-04-19,49.0,Starter Cloud,0
ACC-2256,INV-B2B-801719,2025-04-19,849.0,Professional Platform,350
ACC-2038,INV-B2B-800226,2025-04-20,399.0,Starter Cloud,350
ACC-2344,INV-B2B-802338,2025-04-20,99.0,Starter Cloud,50
ACC-2243,INV-B2B-801629,2025-04-20,224.0,Growth Suite,25
ACC-2144,INV-B2B-800956,2025-04-20,199.0,Starter Cloud,150
ACC-2194,INV-B2B-801294,2025-04-20,1515.0,Enterprise Unlimited,25
ACC-2076,INV-B2B-800506,2025-04-20,249.0,Growth Suite,50
ACC-2201,INV-B2B-801342,2025-04-20,849.0,Professional Platform,350
ACC-2368,INV-B2B-802487,2025-04-20,549.0,Growth Suite,350
ACC-2174,INV-B2B-801163,2025-04-21,49.0,Starter Cloud,0
ACC-2087,INV-B2B-800573,2025-04-21,249.0,Growth Suite,50
ACC-2276,INV-B2B-801851,2025-04-21,249.0,Growth Suite,50
ACC-2121,INV-B2B-800809,2025-04-21,499.0,Professional Platform,0
ACC-2340,INV-B2B-802313,2025-04-21,74.0,Starter Cloud,25
ACC-2203,INV-B2B-801354,2025-04-21,549.0,Professional Platform,50
ACC-2102,INV-B2B-800671,2025-04-21,399.0,Starter Cloud,350
ACC-2338,INV-B2B-802302,2025-04-21,249.0,Growth Suite,50
ACC-2352,INV-B2B-802383,2025-04-21,99.0,Starter Cloud,50
ACC-2343,INV-B2B-802332,2025-04-21,549.0,Professional Platform,50
ACC-2147,INV-B2B-800988,2025-04-21,224.0,Growth Suite,25
ACC-2225,INV-B2B-801518,2025-04-21,399.0,Starter Cloud,350
ACC-2108,INV-B2B-800710,2025-04-21,224.0,Growth Suite,25
ACC-2172,INV-B2B-801145,2025-04-22,499.0,Professional Platform,0
ACC-2169,INV-B2B-801125,2025-04-22,99.0,Starter Cloud,50
ACC-2084,INV-B2B-800555,2025-04-22,399.0,Starter Cloud,350
ACC-2316,INV-B2B-802169,2025-04-22,199.0,Starter Cloud,150
ACC-2057,INV-B2B-800353,2025-04-22,99.0,Starter Cloud,50
ACC-2262,INV-B2B-801760,2025-04-22,249.0,Growth Suite,50
ACC-2111,INV-B2B-800730,2025-04-22,549.0,Growth Suite,350
ACC-2110,INV-B2B-800724,2025-04-22,849.0,Professional Platform,350
ACC-2211,INV-B2B-801405,2025-04-22,49.0,Starter Cloud,0
ACC-2022,INV-B2B-800139,2025-04-22,199.0,Starter Cloud,150
ACC-2214,INV-B2B-801427,2025-04-22,249.0,Growth Suite,50
ACC-2278,INV-B2B-801872,2025-04-22,199.0,Growth Suite,0
ACC-2301,INV-B2B-802048,2025-04-23,224.0,Growth Suite,25
ACC-2003,INV-B2B-800028,2025-04-23,49.0,Starter Cloud,0
ACC-2068,INV-B2B-800451,2025-04-23,99.0,Starter Cloud,50
ACC-2047,INV-B2B-800279,2025-04-23,99.0,Starter Cloud,50
ACC-2049,INV-B2B-800295,2025-04-23,549.0,Growth Suite,350
ACC-2050,INV-B2B-800301,2025-04-23,224.0,Growth Suite,25
ACC-2283,INV-B2B-801916,2025-04-23,199.0,Growth Suite,0
ACC-2263,INV-B2B-801769,2025-04-23,49.0,Starter Cloud,0
ACC-2292,INV-B2B-801981,2025-04-23,349.0,Growth Suite,150
ACC-2113,INV-B2B-800748,2025-04-23,549.0,Professional Platform,50
ACC-2093,INV-B2B-800610,2025-04-24,649.0,Professional Platform,150
ACC-2124,INV-B2B-800829,2025-04-24,74.0,Starter Cloud,25
ACC-2044,INV-B2B-800259,2025-04-24,99.0,Starter Cloud,50
ACC-2268,INV-B2B-801808,2025-04-24,399.0,Starter Cloud,350
ACC-2395,INV-B2B-802678,2025-04-24,1515.0,Enterprise Unlimited,25
ACC-2060,INV-B2B-800385,2025-04-24,349.0,Growth Suite,150
ACC-2175,INV-B2B-801174,2025-04-24,199.0,Growth Suite,0
ACC-2128,INV-B2B-800857,2025-04-24,224.0,Growth Suite,25
ACC-2369,INV-B2B-802497,2025-04-25,249.0,Growth Suite,50
ACC-2133,INV-B2B-800884,2025-04-25,224.0,Growth Suite,25
ACC-2036,INV-B2B-800218,2025-04-25,49.0,Starter Cloud,0
ACC-2052,INV-B2B-800320,2025-04-25,849.0,Professional Platform,350
ACC-2375,INV-B2B-802551,2025-04-25,249.0,Growth Suite,50
ACC-2228,INV-B2B-801538,2025-04-25,549.0,Growth Suite,350
ACC-2331,INV-B2B-802259,2025-04-25,349.0,Growth Suite,150
ACC-2074,INV-B2B-800499,2025-04-25,524.0,Professional Platform,25
ACC-2377,INV-B2B-802565,2025-04-25,74.0,Starter Cloud,25
ACC-2341,INV-B2B-802319,2025-04-25,199.0,Starter Cloud,150
ACC-2391,INV-B2B-802658,2025-04-25,249.0,Growth Suite,50
ACC-2396,INV-B2B-802686,2025-04-26,74.0,Starter Cloud,25
ACC-2116,INV-B2B-800776,2025-04-26,99.0,Starter Cloud,50
ACC-2095,INV-B2B-800628,2025-04-26,49.0,Starter Cloud,0
ACC-2242,INV-B2B-801621,2025-04-26,74.0,Starter Cloud,25
ACC-2362,INV-B2B-802444,2025-04-26,99.0,Starter Cloud,50
ACC-2309,INV-B2B-802123,2025-04-26,224.0,Growth Suite,25
ACC-2026,INV-B2B-800157,2025-04-26,399.0,Starter Cloud,350
ACC-2170,INV-B2B-801132,2025-04-26,399.0,Starter Cloud,350
ACC-2090,INV-B2B-800589,2025-04-26,224.0,Growth Suite,25
ACC-2118,INV-B2B-800791,2025-04-26,199.0,Starter Cloud,150
ACC-2327,INV-B2B-802234,2025-04-27,549.0,Professional Platform,50
ACC-2061,INV-B2B-800393,2025-04-27,399.0,Starter Cloud,350
ACC-2307,INV-B2B-802105,2025-04-27,549.0,Growth Suite,350
ACC-2382,INV-B2B-802616,2025-04-27,1490.0,Enterprise Unlimited,0
ACC-2217,INV-B2B-801449,2025-04-27,649.0,Professional Platform,150
ACC-2286,INV-B2B-801935,2025-04-27,399.0,Starter Cloud,350
ACC-2017,INV-B2B-800109,2025-04-27,524.0,Professional Platform,25
ACC-2227,INV-B2B-801530,2025-04-27,199.0,Starter Cloud,150
ACC-2281,INV-B2B-801896,2025-04-27,349.0,Growth Suite,150
ACC-2000,INV-B2B-800008,2025-04-27,199.0,Growth Suite,0
ACC-2130,INV-B2B-800868,2025-04-27,49.0,Starter Cloud,0
ACC-2119,INV-B2B-800799,2025-04-27,224.0,Growth Suite,25
ACC-2114,INV-B2B-800756,2025-04-28,1515.0,Enterprise Unlimited,25
ACC-2324,INV-B2B-802219,2025-04-28,849.0,Professional Platform,350
ACC-2247,INV-B2B-801666,2025-04-28,849.0,Professional Platform,350
ACC-2355,INV-B2B-802400,2025-04-28,224.0,Growth Suite,25
ACC-2378,INV-B2B-802574,2025-04-28,249.0,Growth Suite,50
ACC-2158,INV-B2B-801056,2025-04-28,549.0,Professional Platform,50
ACC-2290,INV-B2B-801967,2025-04-28,849.0,Professional Platform,350
ACC-2285,INV-B2B-801925,2025-04-29,74.0,Starter Cloud,25
ACC-2240,INV-B2B-801605,2025-04-29,524.0,Professional Platform,25
ACC-2308,INV-B2B-802116,2025-04-29,549.0,Growth Suite,350
ACC-2277,INV-B2B-801861,2025-04-29,199.0,Starter Cloud,150
ACC-2370,INV-B2B-802509,2025-04-29,99.0,Starter Cloud,50
ACC-2112,INV-B2B-800740,2025-04-29,549.0,Professional Platform,50
ACC-2091,INV-B2B-800598,2025-04-29,1515.0,Enterprise Unlimited,25
ACC-2078,INV-B2B-800522,2025-04-29,349.0,Growth Suite,150
ACC-2304,INV-B2B-802075,2025-04-29,549.0,Professional Platform,50
ACC-2058,INV-B2B-800364,2025-04-30,549.0,Professional Platform,50
ACC-2191,INV-B2B-801276,2025-04-30,399.0,Starter Cloud,350
ACC-2186,INV-B2B-801247,2025-04-30,49.0,Starter Cloud,0
ACC-2069,INV-B2B-800459,2025-04-30,1515.0,Enterprise Unlimited,25
ACC-2374,INV-B2B-802541,2025-04-30,349.0,Growth Suite,150
ACC-2173,INV-B2B-801153,2025-04-30,349.0,Growth Suite,150
ACC-2042,INV-B2B-800242,2025-04-30,224.0,Growth Suite,25
ACC-2379,INV-B2B-802585,2025-04-30,74.0,Starter Cloud,25
ACC-2162,INV-B2B-801079,2025-04-30,249.0,Growth Suite,50
ACC-2320,INV-B2B-802194,2025-04-30,249.0,Growth Suite,50
ACC-2366,INV-B2B-802468,2025-04-30,524.0,Professional Platform,25
ACC-2339,INV-B2B-802304,2025-05-01,249.0,Growth Suite,50
ACC-2019,INV-B2B-800118,2025-05-01,399.0,Starter Cloud,350
ACC-2349,INV-B2B-802367,2025-05-01,649.0,Professional Platform,150
ACC-2062,INV-B2B-800401,2025-05-01,199.0,Growth Suite,0
ACC-2245,INV-B2B-801643,2025-05-01,199.0,Growth Suite,0
ACC-2266,INV-B2B-801789,2025-05-01,249.0,Growth Suite,50
ACC-2261,INV-B2B-801752,2025-05-01,249.0,Growth Suite,50
ACC-2381,INV-B2B-802606,2025-05-01,249.0,Growth Suite,50
ACC-2071,INV-B2B-800473,2025-05-01,99.0,Starter Cloud,50
ACC-2353,INV-B2B-802392,2025-05-01,74.0,Starter Cloud,25
ACC-2246,INV-B2B-801655,2025-05-02,99.0,Starter Cloud,50
ACC-2105,INV-B2B-800689,2025-05-02,399.0,Starter Cloud,350
ACC-2035,INV-B2B-800207,2025-05-02,49.0,Starter Cloud,0
ACC-2257,INV-B2B-801729,2025-05-02,199.0,Growth Suite,0
ACC-2048,INV-B2B-800287,2025-05-02,549.0,Professional Platform,50
ACC-2351,INV-B2B-802378,2025-05-02,1515.0,Enterprise Unlimited,25
ACC-2100,INV-B2B-800652,2025-05-02,99.0,Starter Cloud,50
ACC-2021,INV-B2B-800130,2025-05-02,349.0,Growth Suite,150
ACC-2101,INV-B2B-800660,2025-05-02,349.0,Growth Suite,150
ACC-2132,INV-B2B-800877,2025-05-03,224.0,Growth Suite,25
ACC-2279,INV-B2B-801878,2025-05-03,99.0,Starter Cloud,50
ACC-2167,INV-B2B-801106,2025-05-03,1840.0,Enterprise Unlimited,350
ACC-2312,INV-B2B-802147,2025-05-03,199.0,Starter Cloud,150
ACC-2241,INV-B2B-801613,2025-05-03,549.0,Professional Platform,50
ACC-2063,INV-B2B-800413,2025-05-03,349.0,Growth Suite,150
ACC-2045,INV-B2B-800266,2025-05-03,99.0,Starter Cloud,50
ACC-2008,INV-B2B-800052,2025-05-03,499.0,Professional Platform,0
ACC-2334,INV-B2B-802276,2025-05-03,49.0,Starter Cloud,0
ACC-2150,INV-B2B-801004,2025-05-03,199.0,Starter Cloud,150
ACC-2192,INV-B2B-801286,2025-05-03,199.0,Growth Suite,0
ACC-2029,INV-B2B-800181,2025-05-03,849.0,Professional Platform,350
ACC-2027,INV-B2B-800166,2025-05-03,249.0,Growth Suite,50
ACC-2145,INV-B2B-800968,2025-05-03,524.0,Professional Platform,25
ACC-2094,INV-B2B-800620,2025-05-04,549.0,Growth Suite,350
ACC-2079,INV-B2B-800530,2025-05-04,74.0,Starter Cloud,25
ACC-2103,INV-B2B-800677,2025-05-04,199.0,Growth Suite,0
ACC-2041,INV-B2B-800240,2025-05-04,74.0,Starter Cloud,25
ACC-2388,INV-B2B-802644,2025-05-04,224.0,Growth Suite,25
ACC-2222,INV-B2B-801492,2025-05-04,199.0,Growth Suite,0
ACC-2168,INV-B2B-801115,2025-05-04,649.0,Professional Platform,150
ACC-2204,INV-B2B-801364,2025-05-04,399.0,Starter Cloud,350
ACC-2077,INV-B2B-800514,2025-05-04,499.0,Professional Platform,0
ACC-2302,INV-B2B-802053,2025-05-04,99.0,Starter Cloud,50
ACC-2182,INV-B2B-801217,2025-05-04,199.0,Starter Cloud,150
ACC-2303,INV-B2B-802064,2025-05-04,224.0,Growth Suite,25
ACC-2138,INV-B2B-800916,2025-05-04,549.0,Professional Platform,50
ACC-2153,INV-B2B-801023,2025-05-05,99.0,Starter Cloud,50
ACC-2197,INV-B2B-801318,2025-05-05,549.0,Professional Platform,50
ACC-2030,INV-B2B-800185,2025-05-05,49.0,Starter Cloud,0
ACC-2267,INV-B2B-801798,2025-05-05,224.0,Growth Suite,25
ACC-2361,INV-B2B-802435,2025-05-06,224.0,Growth Suite,25
ACC-2012,INV-B2B-800082,2025-05-06,224.0,Growth Suite,25
ACC-2148,INV-B2B-800995,2025-05-06,549.0,Growth Suite,350
ACC-2031,INV-B2B-800187,2025-05-06,349.0,Growth Suite,150
ACC-2156,INV-B2B-801043,2025-05-06,199.0,Starter Cloud,150
ACC-2001,INV-B2B-800016,2025-05-07,549.0,Growth Suite,350
ACC-2239,INV-B2B-801596,2025-05-07,649.0,Professional Platform,150
ACC-2305,INV-B2B-802085,2025-05-07,499.0,Professional Platform,0
ACC-2011,INV-B2B-800073,2025-05-07,74.0,Starter Cloud,25
ACC-2120,INV-B2B-800801,2025-05-07,549.0,Growth Suite,350
ACC-2249,INV-B2B-801681,2025-05-07,49.0,Starter Cloud,0
ACC-2146,INV-B2B-800979,2025-05-08,849.0,Professional Platform,350
ACC-2190,INV-B2B-801268,2025-05-09,99.0,Starter Cloud,50
ACC-2272,INV-B2B-801829,2025-05-09,99.0,Starter Cloud,50
ACC-2117,INV-B2B-800786,2025-05-09,199.0,Growth Suite,0
ACC-2364,INV-B2B-802454,2025-05-09,1540.0,Enterprise Unlimited,50
ACC-2053,INV-B2B-800324,2025-05-10,549.0,Professional Platform,50
ACC-2180,INV-B2B-801200,2025-05-10,524.0,Professional Platform,25
ACC-2293,INV-B2B-801992,2025-05-10,224.0,Growth Suite,25
ACC-2317,INV-B2B-802177,2025-05-10,74.0,Starter Cloud,25
ACC-2358,INV-B2B-802411,2025-05-10,249.0,Growth Suite,50
ACC-2122,INV-B2B-800816,2025-05-11,199.0,Growth Suite,0
ACC-2231,INV-B2B-801558,2025-05-12,499.0,Professional Platform,0
ACC-2206,INV-B2B-801374,2025-05-12,1840.0,Enterprise Unlimited,350
ACC-2265,INV-B2B-801783,2025-05-13,349.0,Growth Suite,150
ACC-2313,INV-B2B-802152,2025-05-13,349.0,Growth Suite,150
ACC-2033,INV-B2B-800195,2025-05-13,499.0,Professional Platform,0
ACC-2287,INV-B2B-801944,2025-05-13,549.0,Growth Suite,350
ACC-2136,INV-B2B-800897,2025-05-13,249.0,Growth Suite,50
ACC-2081,INV-B2B-800542,2025-05-13,524.0,Professional Platform,25
ACC-2311,INV-B2B-802136,2025-05-14,74.0,Starter Cloud,25
ACC-2260,INV-B2B-801744,2025-05-14,549.0,Growth Suite,350
ACC-2223,INV-B2B-801499,2025-05-15,199.0,Starter Cloud,150
ACC-2139,INV-B2B-800924,2025-05-15,549.0,Professional Platform,50
ACC-2185,INV-B2B-801236,2025-05-15,99.0,Starter Cloud,50
ACC-2051,INV-B2B-800309,2025-05-15,49.0,Starter Cloud,0
ACC-2193,INV-B2B-801293,2025-05-15,399.0,Starter Cloud,350
ACC-2109,INV-B2B-800716,2025-05-15,224.0,Growth Suite,25
ACC-2028,INV-B2B-800173,2025-05-15,524.0,Professional Platform,25
ACC-2219,INV-B2B-801466,2025-05-15,199.0,Starter Cloud,150
ACC-2073,INV-B2B-800490,2025-05-15,349.0,Growth Suite,150
ACC-2054,INV-B2B-800332,2025-05-15,224.0,Growth Suite,25
ACC-2289,INV-B2B-801958,2025-05-15,49.0,Starter Cloud,0
ACC-2155,INV-B2B-801032,2025-05-15,399.0,Starter Cloud,350
ACC-2336,INV-B2B-802289,2025-05-15,74.0,Starter Cloud,25
ACC-2134,INV-B2B-800890,2025-05-15,399.0,Starter Cloud,350
ACC-2274,INV-B2B-801843,2025-05-15,399.0,Starter Cloud,350
ACC-2310,INV-B2B-802130,2025-05-15,224.0,Growth Suite,25
ACC-2020,INV-B2B-800122,2025-05-16,199.0,Growth Suite,0
ACC-2025,INV-B2B-800153,2025-05-16,549.0,Professional Platform,50
ACC-2215,INV-B2B-801435,2025-05-16,99.0,Starter Cloud,50
ACC-2199,INV-B2B-801327,2025-05-16,349.0,Growth Suite,150
ACC-2137,INV-B2B-800904,2025-05-16,224.0,Growth Suite,25
ACC-2300,INV-B2B-802036,2025-05-16,849.0,Professional Platform,350
ACC-2212,INV-B2B-801415,2025-05-16,74.0,Starter Cloud,25
ACC-2043,INV-B2B-800250,2025-05-16,549.0,Growth Suite,350
ACC-2326,INV-B2B-802230,2025-05-16,74.0,Starter Cloud,25
ACC-2306,INV-B2B-802092,2025-05-16,349.0,Growth Suite,150
ACC-2010,INV-B2B-800067,2025-05-16,524.0,Professional Platform,25
ACC-2238,INV-B2B-801586,2025-05-16,549.0,Professional Platform,50
ACC-2330,INV-B2B-802250,2025-05-16,199.0,Growth Suite,0
ACC-2255,INV-B2B-801710,2025-05-16,399.0,Starter Cloud,350
ACC-2213,INV-B2B-801421,2025-05-16,199.0,Starter Cloud,150
ACC-2280,INV-B2B-801887,2025-05-16,99.0,Starter Cloud,50
ACC-2390,INV-B2B-802655,2025-05-16,399.0,Starter Cloud,350
ACC-2350,INV-B2B-802376,2025-05-16,549.0,Professional Platform,50
ACC-2393,INV-B2B-802670,2025-05-17,1640.0,Enterprise Unlimited,150
ACC-2373,INV-B2B-802532,2025-05-17,224.0,Growth Suite,25
ACC-2288,INV-B2B-801951,2025-05-17,99.0,Starter Cloud,50
ACC-2251,INV-B2B-801689,2025-05-17,549.0,Professional Platform,50
ACC-2252,INV-B2B-801696,2025-05-17,199.0,Growth Suite,0
ACC-2140,INV-B2B-800934,2025-05-17,399.0,Starter Cloud,350
ACC-2218,INV-B2B-801458,2025-05-17,849.0,Professional Platform,350
ACC-2065,INV-B2B-800430,2025-05-17,549.0,Growth Suite,350
ACC-2367,INV-B2B-802478,2025-05-17,649.0,Professional Platform,150
ACC-2064,INV-B2B-800420,2025-05-17,549.0,Growth Suite,350
ACC-2380,INV-B2B-802594,2025-05-17,249.0,Growth Suite,50
ACC-2224,INV-B2B-801511,2025-05-17,399.0,Starter Cloud,350
ACC-2399,INV-B2B-802699,2025-05-17,1540.0,Enterprise Unlimited,50
ACC-2196,INV-B2B-801310,2025-05-17,249.0,Growth Suite,50
ACC-2072,INV-B2B-800480,2025-05-17,224.0,Growth Suite,25
